DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200105540,1/23/2020,1/23/2020,750,1,Central,132,2,860,BATTERY WITH SEXUAL CONTACT,1822 0448,32,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1ST ST,HILL,34.0544,-118.2466
200506494,2/27/2020,2/25/2020,1530,5,Harbor,551,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0432 0913 1243 1813 2000 0447,53,F,W,501,SINGLE FAMILY DWELLING,306,ROCK/THROWN OBJECT,AA,Adult Arrest,236,,,,1500 S WEYMOUTH PL,,33.7421,-118.3102
200105547,1/23/2020,1/23/2020,1140,1,Central,162,2,946,OTHER MISCELLANEOUS CRIME,,40,M,H,108,PARKING LOT,,,IC,Invest Cont,946,998,,,700 S HILL ST,,34.0462,-118.2585
200105548,1/23/2020,1/20/2020,2120,1,Central,138,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,23,F,H,101,STREET,,,IC,Invest Cont,330,,,,3RD ST,ALAMEDA,34.0455,-118.2381
200105549,1/23/2020,1/10/2020,1100,1,Central,131,1,310,BURGLARY,0344 1822 0397 1602,25,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,100 S FIGUEROA ST,,34.0569,-118.254
200105550,1/23/2020,1/23/2020,1145,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004,58,F,H,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH ST,GLADYS,34.0403,-118.2421
201215546,6/28/2020,6/28/2020,1400,12,77th Street,1248,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1820 0344 1202,68,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,800 W 68TH ST,,33.9782,-118.2893
200105553,1/23/2020,1/23/2020,800,1,Central,119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,45,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,900 N VIGNES ST,,34.0566,-118.2319
200105554,1/23/2020,1/23/2020,100,1,Central,105,1,310,BURGLARY,1607 0344 1822 1414 1602,30,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1000 N BROADWAY,,34.0714,-118.2329
200105556,1/23/2020,1/16/2020,1540,1,Central,123,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,65,F,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W TEMPLE ST,,34.0549,-118.2426
200105558,1/23/2020,1/23/2020,1145,1,Central,111,1,350,"THEFT, PERSON",2004 0344,90,F,O,102,SIDEWALK,,,IC,Invest Cont,350,,,,BROADWAY ST,CESAR E CHAVEZ,34.0604,-118.2393
200105564,1/18/2020,1/17/2020,2300,1,Central,195,1,330,BURGLARY FROM VEHICLE,1307 0344 0352,21,M,W,101,STREET,,,IC,Invest Cont,330,,,,17TH ST,MAIN ST,34.0329,-118.2632
211004055,1/1/2021,12/30/2020,1700,10,West Valley,1033,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0377 1402,38,M,O,101,STREET,,,AA,Adult Arrest,420,998,,,6200 WILBUR AV,,34.183,-118.5447
200105571,1/21/2020,1/21/2020,800,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2034,29,M,H,101,STREET,,,IC,Invest Cont,440,,,,7TH ST,FIGUEROA,34.0499,-118.2614
200105574,1/23/2020,1/23/2020,1221,1,Central,159,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 2032 0325,26,M,H,406,OTHER STORE,,,AO,Adult Other,343,,,,600 IMPERIAL ST,,34.0382,-118.2316
200122215,12/10/2020,12/8/2020,2000,1,Central,156,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0532 0515 1218 2004 0913,55,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,,,,500 SAN JULIAN ST,,34.0446,-118.245
200105577,1/23/2020,1/23/2020,930,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,52,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5TH,OLIVE,34.0495,-118.2529
200105578,1/22/2020,1/21/2020,1730,1,Central,147,1,310,BURGLARY,1822 1607 0344,60,M,A,406,OTHER STORE,,,IC,Invest Cont,310,,,,400 WALL ST,,34.0464,-118.2447
200218310,12/7/2020,12/5/2020,1745,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AO,Adult Other,510,,,,1000 WILSHIRE BL,,34.0519,-118.2624
200105581,1/24/2020,1/24/2020,25,1,Central,145,1,210,ROBBERY,1309 0416 0429 0344 1822,33,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,LOS ANGELES,WINSTON,34.0461,-118.2476
200105583,1/23/2020,1/23/2020,1715,1,Central,162,1,350,"THEFT, PERSON",0345 1822 0344 1308,38,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,7TH,OLIVE,34.0473,-118.2566
201012706,9/3/2020,7/27/2020,700,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,46,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,845,,,,8100 N BALBOA PL,,34.2179,-118.5014
200105585,1/23/2020,1/22/2020,2230,1,Central,154,1,330,BURGLARY FROM VEHICLE,1822 1300 1606 0344,63,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,100 E 6TH ST,,34.046,-118.2493
200105586,1/23/2020,1/23/2020,1610,1,Central,105,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,34,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500 CASANOVA ST,,34.0734,-118.2305
220614831,8/18/2022,8/17/2020,1200,6,Hollywood,666,2,354,THEFT OF IDENTITY,1822 1501 0930 2004,28,M,H,102,SIDEWALK,,,IC,Invest Cont,354,,,,1900 TRANSIENT,,34.0944,-118.3277
201111473,7/15/2020,7/15/2020,1134,11,Northeast,1117,2,661,UNAUTHORIZED COMPUTER ACCESS,1904 1914 1822 1911,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661,,,,4600 ELLENWOOD DR,,34.1293,-118.219
201009044,5/15/2020,5/13/2020,1315,10,West Valley,1049,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606,0,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,16800 BURBANK BL,,34.1718,-118.4993
200105591,1/24/2020,1/24/2020,45,1,Central,152,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0913,29,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6TH,HOPE,34.0495,-118.2563
200105592,1/24/2020,1/23/2020,345,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,36,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,900 S FIGUEROA ST,,34.0462,-118.2628
200806568,2/27/2020,2/20/2020,1200,8,West LA,852,1,480,BIKE - STOLEN,0344 0346 1822,35,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,1500 BARRY AV,,34.045,-118.4557
200105596,1/24/2020,1/23/2020,1000,1,Central,119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1609 1822,52,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 N VIGNES ST,,34.0566,-118.2319
200105599,1/24/2020,1/23/2020,2050,1,Central,161,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813,48,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,PASADENA FY,8TH ST,34.0483,-118.2631
200105601,1/23/2020,1/23/2020,2030,1,Central,111,2,625,OTHER ASSAULT,0356 2004 1266 1822,35,M,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,100 PASEO DE LA PLAZA,,34.0615,-118.2412
200105602,1/24/2020,1/24/2020,100,1,Central,166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 1414 2000 1814,53,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 S SAN PEDRO ST,,34.0421,-118.2469
200105604,1/24/2020,1/24/2020,630,1,Central,166,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 1218 2032 0344,32,M,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,600 S SAN PEDRO ST,,34.0421,-118.2469
200609150,4/16/2020,4/16/2020,1900,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,26,F,O,104,DRIVEWAY,,,IC,Invest Cont,420,,,,1500 N SAINT ANDREWS PL,,34.0981,-118.3114
211415778,7/29/2021,8/2/2020,209,14,Pacific,1444,1,121,"RAPE, FORCIBLE",0527 0913 0940 0509 2002 0540 0513 0516 0551 1814,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,3200 CARTER AV,,33.9868,-118.4451
200105608,1/24/2020,1/24/2020,845,1,Central,142,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 0305 0400 0448 1402 1414,34,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,OLIVE,2ND ST,34.0519,-118.2531
200105609,1/24/2020,1/24/2020,845,1,Central,142,2,860,BATTERY WITH SEXUAL CONTACT,1402 1414 0400 0522 1822 0305 0448,39,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,OLIVE,2ND ST,34.0519,-118.2531
200105610,1/24/2020,1/24/2020,800,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 1218 0421 0319,55,M,W,101,STREET,207,OTHER KNIFE,IC,Invest Cont,230,,,,SAN JULIAN,6TH ST,34.0412,-118.2474
200105612,1/24/2020,1/24/2020,1015,1,Central,155,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 1822 1218,49,M,A,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,5TH,WALL,34.0449,-118.2458
200105619,1/24/2020,1/24/2020,1300,1,Central,157,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0910 2004 1307,49,M,W,101,STREET,,,IC,Invest Cont,745,,,,500 CROCKER ST,,34.0435,-118.2427
210917704,12/17/2021,12/25/2020,1200,9,Van Nuys,939,2,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",1906 2041,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,6000 FULTON AV,,34.1794,-118.4225
200105626,1/24/2020,1/17/2020,1900,1,Central,135,1,351,PURSE SNATCHING,0377 1822 0304 0346,26,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351,,,,3RD,LOS ANGELES,34.0485,-118.2447
200105628,1/24/2020,1/5/2020,2000,1,Central,155,1,220,ATTEMPTED ROBBERY,1202 1822 1218 1238 0337 0416 0448,85,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,6TH,WALL,34.0435,-118.2471
200105630,1/24/2020,1/24/2020,1455,1,Central,122,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1310 1309 0329 0919 0447,49,F,W,122,"VEHICLE, PASSENGER/TRUCK",212,BOTTLE,IC,Invest Cont,745,,,,100 N HILL ST,,34.0572,-118.2481
200408039,4/17/2020,4/17/2020,1,4,Hollenbeck,417,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1243 1814 0447,37,M,H,504,OTHER RESIDENCE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,,,,4300 RAYNOL ST,,34.0832,-118.1933
200105632,1/24/2020,1/24/2020,805,1,Central,143,2,860,BATTERY WITH SEXUAL CONTACT,1822 0448 0522,59,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,3RD,HILL,34.0488,-118.25
211716180,12/15/2021,7/15/2020,1200,17,Devonshire,1797,1,510,VEHICLE - STOLEN,,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,510,,,,16400 RAYEN ST,,34.2321,-118.4906
200105634,1/24/2020,1/24/2020,1500,1,Central,139,1,480,BIKE - STOLEN,1218 1822 0344 0397,57,F,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,800 E 4TH PL,,34.0454,-118.2333
200105635,1/24/2020,1/24/2020,900,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,81,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,6TH,SAN PEDRO,34.0423,-118.2452
200105637,1/24/2020,1/23/2020,1145,1,Central,158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0377 0913 1817 0344,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440,,,,500 CERES AV,,34.0416,-118.2398
212018351,12/15/2021,11/1/2020,1400,20,Olympic,2036,1,310,BURGLARY,1822 0397 0344,41,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,600 S BERENDO ST,,34.0608,-118.2941
200917497,11/20/2020,11/20/2020,1130,9,Van Nuys,966,2,624,BATTERY - SIMPLE ASSAULT,0446 0416,33,F,W,220,NAIL SALON,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,13300 RIVERSIDE DR,,34.1576,-118.4231
200308673,3/17/2020,3/17/2020,1200,3,Southwest,321,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0104 0342,19,X,X,404,DEPARTMENT STORE,,,AA,Adult Arrest,343,,,,3500 S LA CIENEGA BL,,34.0237,-118.3722
201011914,8/10/2020,8/2/2020,1005,10,West Valley,1001,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,0,M,W,101,STREET,,,IC,Invest Cont,330,,,,7900 BOTHWELL RD,,34.2141,-118.5612
200105655,1/24/2020,1/22/2020,1900,1,Central,156,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,500 SAN JULIAN ST,,34.0446,-118.245
200105656,1/24/2020,1/23/2020,1610,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 2032 0344,22,M,A,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,700 S FIGUEROA ST,,34.0483,-118.2631
200105657,1/24/2020,1/23/2020,1900,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1601 0354,49,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,900 S FLOWER ST,,34.0458,-118.2614
200105661,1/24/2020,1/24/2020,1845,1,Central,134,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1414 2032,49,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,300 S BROADWAY,,34.051,-118.248
200105662,1/24/2020,1/24/2020,1745,1,Central,138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0411 1822 0906 2033 1206,19,M,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,,,,BOYD,WALL,34.0472,-118.2442
200105663,1/25/2020,1/24/2020,2215,1,Central,191,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329 1266,23,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,FIGUEROA,VENICE,34.0374,-118.2701
200105664,1/25/2020,1/25/2020,300,1,Central,195,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1800 S MAIN ST,,34.0317,-118.2641
200105665,1/25/2020,1/24/2020,2130,1,Central,182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,32,F,B,101,STREET,,,IC,Invest Cont,330,,,,11TH,HOPE,34.0423,-118.2631
200404158,1/5/2020,1/4/2020,2200,4,Hollenbeck,421,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 S AVENUE 20,,34.0726,-118.2201
200613614,8/6/2020,8/6/2020,2300,6,Hollywood,647,2,624,BATTERY - SIMPLE ASSAULT,0416 0444,19,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500 VINE ST,,34.098,-118.3266
200105669,1/25/2020,1/24/2020,2100,1,Central,158,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,38,F,B,101,STREET,,,IC,Invest Cont,330,,,,ALAMEDA,PALMETTO,34.0399,-118.2383
200105670,1/25/2020,1/25/2020,200,1,Central,153,1,761,BRANDISH WEAPON,0334 1822 0429 2029 0344,23,F,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,761,,,,6TH,BROADWAY,34.047,-118.2526
200105671,1/24/2020,1/24/2020,1,1,Central,138,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0417 1501 1218 2033 1822,56,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,,,,300 S ALAMEDA ST,,34.0468,-118.2415
200105672,1/25/2020,1/24/2020,2000,1,Central,171,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 W OLYMPIC BL,,34.045,-118.264
200105674,1/25/2020,1/24/2020,700,1,Central,159,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0947 0344 1218 1822,35,M,B,108,PARKING LOT,,,IC,Invest Cont,341,,,,600 S ALAMEDA ST,,34.0382,-118.2384
200105675,1/25/2020,1/25/2020,445,1,Central,195,1,210,ROBBERY,0344 0400 1822 2004 0910,36,M,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,VENICE,BROADWAY,34.0347,-118.2645
200105685,1/25/2020,1/24/2020,2100,1,Central,159,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822 0377,32,M,W,101,STREET,,,IC,Invest Cont,330,,,,600 MILL ST,,34.0382,-118.2345
200105686,1/25/2020,1/25/2020,1200,1,Central,155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 1822,48,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,6TH ST,MAPLE,34.0439,-118.2479
200105687,1/25/2020,1/24/2020,2045,1,Central,162,1,310,BURGLARY,0344 1822,0,M,O,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,310,,,,800 S GRAND AV,,34.0459,-118.2579
200105688,1/24/2020,1/24/2020,1930,1,Central,138,2,900,VIOLATION OF COURT ORDER,1501,50,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,400 E 4TH ST,,34.0468,-118.2415
200105690,1/25/2020,1/17/2020,1730,1,Central,176,1,310,BURGLARY,0344 1414 1822,65,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,800 SANTEE ST,,34.0413,-118.2517
200105692,1/25/2020,1/25/2020,730,1,Central,158,2,762,LEWD CONDUCT,1218 1414 0340 0528,53,F,H,102,SIDEWALK,,,IC,Invest Cont,762,,,,500 CERES AV,,34.0416,-118.2398
200105693,1/25/2020,1/24/2020,1500,1,Central,111,1,330,BURGLARY FROM VEHICLE,1202 1822 1609 1307 0344 0329,79,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,600 N GRAND AV,,34.0606,-118.2439
200105695,1/25/2020,1/24/2020,1610,1,Central,146,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2028 1822,52,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,200 WINSTON ST,,34.0467,-118.247
210716708,12/13/2021,5/1/2020,800,7,Wilshire,723,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0601 0913,38,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,8200 BEVERLY BL,,34.0761,-118.3685
200105697,1/25/2020,1/25/2020,1100,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004,23,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200105699,1/25/2020,1/25/2020,1430,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0378,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200105700,1/25/2020,1/22/2020,1900,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,600 N BROADWAY,,34.0586,-118.2402
200105701,1/25/2020,1/25/2020,1250,1,Central,157,1,210,ROBBERY,1414 1402 1218 0344 0416 0913 1313,50,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,7TH,SAN PEDRO,34.0401,-118.2459
200105705,1/25/2020,1/25/2020,1630,1,Central,163,1,210,ROBBERY,1822 0945 0378 0344 0443 0444 2004,32,M,B,403,DRUG STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,200 W 7TH ST,,34.0445,-118.2523
200105706,1/25/2020,1/16/2020,1400,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,27,F,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,700 W 7TH ST,,34.0491,-118.2558
200105707,1/25/2020,1/25/2020,1730,1,Central,155,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,26,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,200 E 6TH ST,,34.0448,-118.2474
200105708,1/25/2020,1/24/2020,2000,1,Central,118,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,44,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,BLOOM,MAGDALENA,34.0643,-118.2306
200105709,1/25/2020,1/25/2020,1040,1,Central,181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,29,M,O,713,CONVENTION CENTER,,,IC,Invest Cont,341,,,,1200 S FIGUEROA ST,,34.0431,-118.2692
200105710,1/25/2020,1/25/2020,100,1,Central,138,1,330,BURGLARY FROM VEHICLE,0344 1609 0321,28,F,H,101,STREET,,,IC,Invest Cont,330,,,,3RD ST,CENTRAL AV,34.0461,-118.2395
200105713,1/25/2020,1/24/2020,2230,1,Central,118,1,330,BURGLARY FROM VEHICLE,1302 1307 0344,25,F,H,101,STREET,,,IC,Invest Cont,330,,,,1200 N SPRING ST,,34.0635,-118.2356
200105714,1/26/2020,1/25/2020,900,1,Central,101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309,19,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1000 EVERETT PL,,34.0693,-118.2488
231207725,2/27/2023,1/27/2020,635,12,77th Street,1242,2,354,THEFT OF IDENTITY,0100 0917 1822,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6200 4TH AV,,33.9837,-118.3216
200309004,3/24/2020,3/8/2020,1,3,Southwest,335,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1309,19,X,X,222,LAUNDROMAT,,,IC,Invest Cont,740,,,,2800 W JEFFERSON BL,,34.0276,-118.3229
200105718,1/25/2020,1/25/2020,2040,1,Central,191,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 1257 2001,94,M,H,108,PARKING LOT,,,AO,Adult Other,237,,,,1700 S FIGUEROA ST,,34.0388,-118.2717
200105720,1/25/2020,1/25/2020,1700,1,Central,185,2,624,BATTERY - SIMPLE ASSAULT,1822 1218 0416 0417 2002 0319 0445,37,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1100 SANTEE ST,,34.0378,-118.2561
200105721,1/26/2020,1/26/2020,100,1,Central,154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0445 2002 1206 1822 0416 1234,37,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,,,,100 W 5TH ST,,34.0467,-118.2485
200511995,7/18/2020,7/18/2020,800,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 W 17TH ST,,33.7288,-118.2973
200105723,1/25/2020,1/25/2020,1820,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,0444 1822 0421 1266,47,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,SPRING,34.0463,-118.2515
200105724,1/26/2020,1/26/2020,345,1,Central,162,1,761,BRANDISH WEAPON,0334 1822,36,M,A,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761,,,,500 W 7TH ST,,34.0467,-118.2556
200105725,1/26/2020,1/26/2020,125,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1822,26,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W OLYMPIC BL,,34.045,-118.264
